customerID,ChurnStatus,Churn,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,PaymentMethod,PaperlessBilling,InternetService,PhoneService,MonthlyCharges,ChargesBand,TotalCharges,CLV,RuleBasedRisk,SeniorCitizen,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChurnLabel
1371-DWPAZ,Active,0,Female,No,Yes,Yes,0,nan,Two year,Credit card (automatic),No,DSL,No,56.05,Medium ($35–65),0.0,0.0,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,No,No
9269-CQOOL,Churned,1,Male,No,No,Yes,3,0–12 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,54.7,Medium ($35–65),169.45,164.1,High Risk,0,No,No,No,No,No,Yes,No,Yes
2017-CCBLH,Active,0,Female,No,No,No,8,0–12 months,Two year,Mailed check,No,No,Yes,20.0,Low (<$35),141.6,160.0,Low Risk,0,No,No,No,No,No,No,No,No
7690-KPNCU,Active,0,Male,No,Yes,Yes,64,49–72 months,One year,Credit card (automatic),Yes,DSL,Yes,73.05,High ($65–95),4688.65,4675.2,Low Risk,0,No,Yes,No,Yes,No,Yes,Yes,No
0536-BGFMZ,Active,0,Female,No,Yes,No,28,25–48 months,Month-to-month,Mailed check,No,No,Yes,20.5,Low (<$35),563.05,574.0,Low Risk,0,No,No,No,No,No,No,No,No
2293-IJWPS,Active,0,Female,No,Yes,No,57,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,100.75,Premium (>$95),5985.0,5742.75,Low Risk,0,Yes,No,No,Yes,No,Yes,Yes,No
2845-HSJCY,Churned,1,Female,No,Yes,Yes,14,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,87.25,High ($65–95),1258.6,1221.5,Medium Risk,0,Yes,No,No,Yes,No,No,Yes,Yes
5469-NUJUR,Active,0,Male,No,No,No,19,13–24 months,Two year,Mailed check,Yes,No,Yes,19.95,Low (<$35),373.5,379.05,Low Risk,0,No,No,No,No,No,No,No,No
1184-PJVDB,Churned,1,Male,No,Yes,No,10,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,79.95,High ($65–95),857.2,799.5,High Risk,0,No,No,No,No,No,Yes,No,Yes
2625-TRCZQ,Active,0,Female,No,Yes,No,51,49–72 months,Month-to-month,Electronic check,Yes,DSL,No,49.65,Medium ($35–65),2553.35,2532.15,Low Risk,0,No,No,Yes,No,No,Yes,Yes,No
4102-HLENU,Active,0,Female,No,Yes,No,67,49–72 months,Two year,Mailed check,No,DSL,Yes,65.65,High ($65–95),4322.85,4398.55,Low Risk,0,Yes,Yes,Yes,Yes,No,No,No,No
7266-GSSJX,Active,0,Male,No,Yes,Yes,11,0–12 months,Month-to-month,Electronic check,Yes,No,Yes,20.45,Low (<$35),250.8,224.95,High Risk,0,No,No,No,No,No,No,No,No
7722-VJRQD,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),No,DSL,No,60.95,Medium ($35–65),4549.05,4388.4,Low Risk,0,No,Yes,No,Yes,Yes,Yes,Yes,No
7073-QETQY,Active,0,Male,No,Yes,Yes,66,49–72 months,One year,Electronic check,Yes,No,Yes,20.35,Low (<$35),1359.5,1343.1,Low Risk,0,No,No,No,No,No,No,No,No
9415-DPEWS,Churned,1,Female,No,No,No,18,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,88.35,High ($65–95),1639.3,1590.3,Medium Risk,0,Yes,No,No,No,Yes,Yes,No,Yes
5624-RYAMH,Active,0,Female,No,No,No,9,0–12 months,Month-to-month,Electronic check,Yes,No,Yes,19.5,Low (<$35),178.85,175.5,High Risk,0,No,No,No,No,No,No,No,No
0196-JTUQI,Active,0,Female,No,No,No,9,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,75.2,High ($65–95),633.85,676.8,High Risk,0,Yes,No,No,No,No,No,No,No
7130-YXBRO,Active,0,Male,No,Yes,No,48,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,111.45,Premium (>$95),5315.1,5349.6,Low Risk,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No
9272-LSVYH,Active,0,Male,No,No,No,10,0–12 months,Month-to-month,Mailed check,No,Fiber optic,Yes,70.15,High ($65–95),735.5,701.5,High Risk,0,No,No,No,No,No,No,No,No
7943-RQCHR,Churned,1,Female,No,No,No,9,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.75,High ($65–95),889.9,852.75,High Risk,0,Yes,No,No,No,No,Yes,Yes,Yes
3793-MMFUH,Churned,1,Female,Yes,No,No,13,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,95.05,Premium (>$95),1290.0,1235.65,Medium Risk,1,Yes,No,No,No,No,Yes,Yes,Yes
3249-ZPQRG,Churned,1,Male,No,No,No,4,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,78.45,High ($65–95),330.05,313.8,High Risk,0,Yes,No,Yes,No,No,No,No,Yes
2568-BRGYX,Churned,1,Male,No,No,No,4,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,70.2,High ($65–95),237.95,280.8,High Risk,0,No,No,No,No,No,No,No,Yes
3084-DOWLE,Active,0,Female,No,Yes,No,72,49–72 months,Two year,Bank transfer (automatic),No,DSL,Yes,92.0,High ($65–95),6474.4,6624.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1084-MNSMJ,Active,0,Female,No,Yes,Yes,51,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,85.5,High ($65–95),4421.95,4360.5,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
7721-JXEAW,Churned,1,Male,No,Yes,No,59,49–72 months,Month-to-month,Bank transfer (automatic),Yes,DSL,No,41.05,Medium ($35–65),2452.7,2421.95,Low Risk,0,No,No,Yes,No,No,No,Yes,Yes
7249-WBIYX,Churned,1,Male,No,Yes,No,10,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.6,High ($65–95),813.85,856.0,High Risk,0,Yes,No,No,No,No,Yes,No,Yes
4238-HFHSN,Active,0,Male,Yes,Yes,No,61,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,82.15,High ($65–95),4904.85,5011.15,Low Risk,1,Yes,No,Yes,No,No,No,No,No
6250-CGGUN,Active,0,Male,No,No,No,54,49–72 months,One year,Electronic check,No,Fiber optic,Yes,84.4,High ($65–95),4484.05,4557.6,Low Risk,0,No,Yes,No,Yes,Yes,No,No,No
5478-JJVZK,Active,0,Female,No,No,No,33,25–48 months,Month-to-month,Mailed check,Yes,DSL,Yes,60.9,Medium ($35–65),2033.85,2009.7,Low Risk,0,Yes,Yes,Yes,No,No,No,No,No
7596-IIWYC,Active,0,Female,No,No,No,27,25–48 months,Two year,Bank transfer (automatic),Yes,No,Yes,20.25,Low (<$35),538.2,546.75,Low Risk,0,No,No,No,No,No,No,No,No
6567-HOOPW,Churned,1,Female,Yes,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,79.2,High ($65–95),79.2,79.2,High Risk,1,No,No,No,No,No,Yes,No,Yes
9793-WECQC,Active,0,Male,No,No,No,23,13–24 months,Month-to-month,Mailed check,No,Fiber optic,Yes,95.3,Premium (>$95),2192.9,2191.9,Medium Risk,0,No,No,Yes,No,No,Yes,Yes,No
4291-HPAXL,Active,0,Male,No,No,Yes,1,0–12 months,Month-to-month,Mailed check,No,No,Yes,19.85,Low (<$35),19.85,19.85,High Risk,0,No,No,No,No,No,No,No,No
8999-YPYBV,Active,0,Male,No,Yes,Yes,45,25–48 months,Two year,Mailed check,Yes,DSL,Yes,84.35,High ($65–95),3858.05,3795.75,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1839-FBNFR,Active,0,Female,No,Yes,Yes,39,25–48 months,Two year,Bank transfer (automatic),Yes,No,Yes,19.85,Low (<$35),854.8,774.15,Low Risk,0,No,No,No,No,No,No,No,No
3164-AALRN,Churned,1,Male,No,No,No,5,0–12 months,One year,Mailed check,Yes,DSL,Yes,70.0,High ($65–95),347.4,350.0,Low Risk,0,No,No,No,Yes,No,Yes,Yes,Yes
3071-MVJCD,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),No,DSL,Yes,82.3,High ($65–95),5815.15,5925.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1697-BCSHV,Active,0,Female,No,Yes,Yes,58,49–72 months,Month-to-month,Bank transfer (automatic),Yes,DSL,Yes,66.8,High ($65–95),3970.4,3874.4,Low Risk,0,Yes,No,Yes,No,No,Yes,No,No
0562-KBDVM,Active,0,Female,No,No,No,70,49–72 months,Two year,Bank transfer (automatic),Yes,DSL,No,44.6,Medium ($35–65),3058.15,3122.0,Low Risk,0,No,Yes,Yes,Yes,Yes,No,No,No
1131-SUEKT,Active,0,Male,No,Yes,Yes,61,49–72 months,One year,Bank transfer (automatic),Yes,Fiber optic,Yes,98.45,Premium (>$95),6145.2,6005.45,Low Risk,0,No,No,Yes,No,Yes,Yes,Yes,No
3717-OEAUQ,Active,0,Male,No,No,No,2,0–12 months,Month-to-month,Mailed check,No,Fiber optic,Yes,70.7,High ($65–95),129.2,141.4,High Risk,0,No,No,No,No,No,No,No,No
4538-WNTMJ,Active,0,Female,No,Yes,Yes,46,25–48 months,One year,Mailed check,No,No,Yes,24.95,Low (<$35),1165.9,1147.7,Low Risk,0,Yes,No,No,No,No,No,No,No
3334-CTHOL,Churned,1,Female,No,No,No,1,0–12 months,Month-to-month,Bank transfer (automatic),Yes,DSL,Yes,49.95,Medium ($35–65),49.95,49.95,High Risk,0,Yes,No,No,No,No,No,No,Yes
4704-ERYFC,Churned,1,Female,No,Yes,No,22,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,69.25,High ($65–95),1554.0,1523.5,Medium Risk,0,No,No,No,No,No,No,No,Yes
9432-RUVSL,Active,0,Female,No,No,No,48,25–48 months,Two year,Credit card (automatic),Yes,Fiber optic,Yes,102.5,Premium (>$95),4904.25,4920.0,Low Risk,0,No,Yes,No,Yes,Yes,Yes,Yes,No
8060-HIWJJ,Active,0,Male,No,No,No,64,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,86.55,High ($65–95),5632.55,5539.2,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7684-XSZIY,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),No,No,Yes,24.3,Low (<$35),1643.25,1749.6,Low Risk,0,Yes,No,No,No,No,No,No,No
9089-UOWJG,Active,0,Female,No,Yes,Yes,12,0–12 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,58.35,Medium ($35–65),740.55,700.2,High Risk,0,No,No,No,Yes,No,Yes,No,No
8621-MNIHH,Churned,1,Female,Yes,Yes,No,34,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.25,High ($65–95),3217.55,3204.5,Low Risk,1,Yes,No,Yes,Yes,No,No,Yes,Yes
8039-ACLPL,Active,0,Female,No,Yes,Yes,72,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,68.75,High ($65–95),4888.2,4950.0,Low Risk,0,No,Yes,Yes,Yes,No,No,Yes,No
9885-AIBVB,Active,0,Male,No,Yes,No,29,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.8,High ($65–95),2440.25,2488.2,Low Risk,0,Yes,No,Yes,Yes,No,No,No,No
1934-MKPXS,Active,0,Male,No,Yes,Yes,33,25–48 months,One year,Credit card (automatic),No,No,Yes,20.1,Low (<$35),620.55,663.3,Low Risk,0,No,No,No,No,No,No,No,No
2592-YKDIF,Active,0,Female,No,No,No,1,0–12 months,Month-to-month,Mailed check,No,No,Yes,20.35,Low (<$35),20.35,20.35,High Risk,0,No,No,No,No,No,No,No,No
2272-JKMSI,Active,0,Female,No,Yes,Yes,62,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,110.8,Premium (>$95),6840.95,6869.6,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No
0471-LVHGK,Churned,1,Male,No,Yes,No,41,25–48 months,One year,Electronic check,Yes,DSL,Yes,73.0,High ($65–95),3001.2,2993.0,Low Risk,0,Yes,No,No,Yes,No,Yes,Yes,Yes
9518-RWHZL,Churned,1,Female,No,No,No,64,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,100.05,Premium (>$95),6254.2,6403.2,Low Risk,0,Yes,No,No,Yes,No,Yes,Yes,Yes
8714-CTZJW,Active,0,Female,No,No,No,4,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,82.85,High ($65–95),319.6,331.4,High Risk,0,No,No,No,Yes,No,No,Yes,No
3569-EDBPQ,Active,0,Female,No,No,No,24,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,84.35,High ($65–95),1938.05,2024.4,Medium Risk,0,Yes,Yes,No,No,Yes,No,No,No
3131-NWVFJ,Active,0,Female,No,Yes,Yes,14,13–24 months,One year,Mailed check,No,No,Yes,19.55,Low (<$35),294.5,273.7,Low Risk,0,No,No,No,No,No,No,No,No
7521-YXVZY,Active,0,Male,No,No,Yes,3,0–12 months,Month-to-month,Mailed check,No,No,Yes,19.95,Low (<$35),58.3,59.85,High Risk,0,No,No,No,No,No,No,No,No
5419-CONWX,Churned,1,Female,Yes,No,No,4,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,99.8,Premium (>$95),442.85,399.2,High Risk,1,No,No,Yes,Yes,No,Yes,Yes,Yes
6240-EURKS,Churned,1,Female,No,No,Yes,18,13–24 months,Month-to-month,Electronic check,Yes,DSL,No,35.0,Low (<$35),553.0,630.0,Medium Risk,0,No,No,No,No,No,No,Yes,Yes
2373-NTKOD,Active,0,Male,No,No,No,8,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,66.25,High ($65–95),546.45,530.0,High Risk,0,No,No,No,No,No,Yes,Yes,No
1970-KKFWL,Active,0,Female,No,No,No,35,25–48 months,Two year,Bank transfer (automatic),No,No,Yes,23.3,Low (<$35),797.1,815.5,Low Risk,0,Yes,No,No,No,No,No,No,No
6960-HVYXR,Churned,1,Female,No,No,No,1,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,76.0,High ($65–95),76.0,76.0,High Risk,0,Yes,No,No,No,No,No,No,Yes
9337-SRRNI,Active,0,Male,No,No,Yes,66,49–72 months,Two year,Credit card (automatic),Yes,No,Yes,25.3,Low (<$35),1673.8,1669.8,Low Risk,0,Yes,No,No,No,No,No,No,No
0895-UADGO,Active,0,Male,No,No,Yes,8,0–12 months,Two year,Mailed check,Yes,DSL,No,44.55,Medium ($35–65),343.45,356.4,Low Risk,0,No,Yes,No,No,Yes,No,Yes,No
5678-VFNEQ,Active,0,Female,No,Yes,No,71,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,104.1,Premium (>$95),7412.25,7391.1,Low Risk,0,Yes,Yes,No,Yes,No,Yes,Yes,No
5977-CKHON,Active,0,Female,No,Yes,Yes,43,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,92.55,High ($65–95),4039.0,3979.65,Low Risk,0,Yes,No,No,Yes,No,No,Yes,No
7024-OHCCK,Churned,1,Female,Yes,No,No,2,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,93.85,High ($65–95),170.85,187.7,High Risk,1,Yes,No,No,No,No,Yes,Yes,Yes
2692-BUCFV,Active,0,Male,Yes,No,No,29,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,101.45,Premium (>$95),2948.6,2942.05,Low Risk,1,No,No,Yes,Yes,No,Yes,Yes,No
7861-UVUFT,Churned,1,Female,No,Yes,No,15,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,84.3,High ($65–95),1308.4,1264.5,Medium Risk,0,No,No,No,Yes,No,Yes,No,Yes
1830-GGFNM,Active,0,Male,No,Yes,Yes,65,49–72 months,Two year,Credit card (automatic),No,Fiber optic,Yes,94.55,High ($65–95),6078.75,6145.75,Low Risk,0,Yes,Yes,Yes,Yes,Yes,No,No,No
5302-BDJNT,Active,0,Male,No,No,No,35,25–48 months,Month-to-month,Electronic check,No,Fiber optic,Yes,95.5,Premium (>$95),3418.2,3342.5,Low Risk,0,Yes,No,No,Yes,Yes,Yes,No,No
5223-UZAVK,Active,0,Male,No,No,No,64,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,100.3,Premium (>$95),6603.8,6419.2,Low Risk,0,No,Yes,Yes,No,No,Yes,Yes,No
4859-ZSRDZ,Active,0,Female,No,Yes,Yes,58,49–72 months,Two year,Credit card (automatic),Yes,DSL,No,55.5,Medium ($35–65),3166.9,3219.0,Low Risk,0,No,No,No,Yes,Yes,Yes,Yes,No
5651-WYIPH,Active,0,Female,Yes,No,No,18,13–24 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,49.85,Medium ($35–65),865.75,897.3,Medium Risk,1,No,No,Yes,No,No,No,No,No
9350-VLHMB,Active,0,Male,No,Yes,Yes,67,49–72 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,89.55,High ($65–95),6373.1,5999.85,Low Risk,0,Yes,No,Yes,No,No,No,Yes,No
3498-LZGQZ,Active,0,Male,No,Yes,Yes,63,49–72 months,Two year,Mailed check,Yes,No,Yes,19.15,Low (<$35),1177.05,1206.45,Low Risk,0,No,No,No,No,No,No,No,No
8785-CJSHH,Active,0,Female,No,Yes,No,60,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,99.8,Premium (>$95),5985.75,5988.0,Low Risk,0,Yes,No,Yes,No,No,Yes,Yes,No
5357-TZHPP,Churned,1,Male,Yes,No,No,9,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,84.4,High ($65–95),732.5,759.6,High Risk,1,Yes,No,No,No,No,No,Yes,Yes
3870-SPZSI,Active,0,Female,No,Yes,Yes,70,49–72 months,Two year,Credit card (automatic),Yes,Fiber optic,Yes,113.05,Premium (>$95),7869.05,7913.5,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0680-DFNNY,Churned,1,Male,No,Yes,No,15,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,101.1,Premium (>$95),1504.05,1516.5,Medium Risk,0,Yes,No,No,Yes,No,Yes,Yes,Yes
7560-QRBXH,Active,0,Female,No,No,Yes,48,25–48 months,One year,Mailed check,No,No,Yes,19.95,Low (<$35),936.7,957.6,Low Risk,0,No,No,No,No,No,No,No,No
7077-XJMET,Active,0,Male,No,Yes,No,12,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,74.15,High ($65–95),741.4,889.8,High Risk,0,No,No,No,Yes,Yes,Yes,Yes,No
8752-GHJFU,Active,0,Male,Yes,Yes,No,71,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,92.0,High ($65–95),6585.2,6532.0,Low Risk,1,Yes,Yes,Yes,Yes,Yes,No,No,No
6896-SRVYQ,Active,0,Male,Yes,No,No,44,25–48 months,Month-to-month,Electronic check,No,Fiber optic,Yes,73.85,High ($65–95),3122.4,3249.4,Low Risk,1,No,No,No,Yes,No,No,No,No
7767-UXAGJ,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,50.45,Medium ($35–65),50.45,50.45,High Risk,0,Yes,No,No,No,No,No,No,Yes
4652-ODEVH,Active,0,Male,No,Yes,Yes,45,25–48 months,Two year,Mailed check,No,No,Yes,24.45,Low (<$35),1088.25,1100.25,Low Risk,0,Yes,No,No,No,No,No,No,No
6510-UPNKS,Active,0,Female,No,No,No,23,13–24 months,One year,Credit card (automatic),No,No,Yes,24.8,Low (<$35),615.35,570.4,Low Risk,0,Yes,No,No,No,No,No,No,No
6718-BDGHG,Active,0,Female,No,Yes,No,43,25–48 months,One year,Bank transfer (automatic),Yes,DSL,Yes,64.85,Medium ($35–65),2908.2,2788.55,Low Risk,0,Yes,No,No,No,Yes,Yes,No,No
9046-DQMTP,Active,0,Male,No,No,No,35,25–48 months,Month-to-month,Bank transfer (automatic),No,No,Yes,20.75,Low (<$35),739.9,726.25,Low Risk,0,No,No,No,No,No,No,No,No
6439-LAJXL,Active,0,Male,No,Yes,No,9,0–12 months,Month-to-month,Mailed check,Yes,DSL,Yes,68.95,High ($65–95),593.85,620.55,High Risk,0,No,Yes,Yes,No,Yes,Yes,No,No
1571-SAVHK,Churned,1,Male,No,No,No,12,0–12 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,99.95,Premium (>$95),1132.75,1199.4,High Risk,0,Yes,No,No,No,Yes,Yes,Yes,Yes
9052-VKDUW,Active,0,Female,Yes,Yes,No,65,49–72 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,109.4,Premium (>$95),7227.45,7111.0,Low Risk,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No
9546-CQJSU,Churned,1,Female,No,No,No,2,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,91.4,High ($65–95),193.6,182.8,High Risk,0,Yes,No,No,Yes,No,Yes,No,Yes
1666-JZPZT,Active,0,Male,No,No,No,27,25–48 months,Month-to-month,Mailed check,No,DSL,Yes,49.0,Medium ($35–65),1291.35,1323.0,Low Risk,0,Yes,No,No,No,No,No,No,No
5777-KJIRB,Active,0,Female,No,No,No,40,25–48 months,One year,Mailed check,Yes,DSL,Yes,50.25,Medium ($35–65),2023.55,2010.0,Low Risk,0,No,No,No,Yes,No,No,No,No
0506-LVNGN,Churned,1,Female,Yes,No,No,5,0–12 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,75.55,High ($65–95),349.65,377.75,High Risk,1,No,No,No,Yes,No,No,No,Yes
7677-SJJJK,Active,0,Male,No,Yes,Yes,8,0–12 months,One year,Credit card (automatic),No,No,Yes,19.9,Low (<$35),153.95,159.2,Low Risk,0,No,No,No,No,No,No,No,No
2480-EJWYP,Active,0,Female,Yes,Yes,No,58,49–72 months,One year,Bank transfer (automatic),Yes,Fiber optic,Yes,97.8,Premium (>$95),5458.8,5672.4,Low Risk,1,Yes,No,Yes,No,No,Yes,Yes,No
3253-HKOKL,Active,0,Female,No,Yes,Yes,52,49–72 months,One year,Electronic check,No,Fiber optic,Yes,100.3,Premium (>$95),5244.45,5215.6,Low Risk,0,No,Yes,No,Yes,No,Yes,Yes,No
7055-HNEOJ,Active,0,Male,No,Yes,No,3,0–12 months,Month-to-month,Mailed check,Yes,DSL,Yes,55.8,Medium ($35–65),154.55,167.4,High Risk,0,No,No,No,Yes,Yes,No,No,No
5514-YQENT,Active,0,Male,No,No,Yes,41,25–48 months,Two year,Electronic check,Yes,Fiber optic,Yes,111.15,Premium (>$95),4507.15,4557.15,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
3211-AAPKX,Active,0,Male,No,No,No,20,13–24 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,98.55,Premium (>$95),2031.95,1971.0,Medium Risk,0,Yes,No,No,No,Yes,Yes,Yes,No
8445-DNBAE,Active,0,Male,No,No,Yes,1,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,50.05,Medium ($35–65),50.05,50.05,High Risk,0,Yes,No,No,No,No,No,No,No
2951-QOQTK,Churned,1,Male,No,No,Yes,4,0–12 months,Month-to-month,Credit card (automatic),No,Fiber optic,Yes,80.8,High ($65–95),332.45,323.2,High Risk,0,Yes,No,No,No,Yes,No,No,Yes
2958-NHPPS,Active,0,Male,No,No,No,23,13–24 months,Month-to-month,Electronic check,No,No,Yes,20.85,Low (<$35),473.9,479.55,Medium Risk,0,No,No,No,No,No,No,No,No
6806-YDEUL,Active,0,Female,Yes,No,No,6,0–12 months,Month-to-month,Bank transfer (automatic),No,No,Yes,19.5,Low (<$35),106.8,117.0,High Risk,1,No,No,No,No,No,No,No,No
1735-XMJVH,Active,0,Male,No,Yes,Yes,8,0–12 months,Month-to-month,Mailed check,Yes,No,Yes,19.35,Low (<$35),152.6,154.8,High Risk,0,No,No,No,No,No,No,No,No
6890-PFRQX,Active,0,Male,No,No,No,18,13–24 months,Month-to-month,Mailed check,No,DSL,Yes,69.5,High ($65–95),1199.4,1251.0,Medium Risk,0,Yes,Yes,No,Yes,No,Yes,No,No
0222-CNVPT,Active,0,Male,Yes,No,No,52,49–72 months,Month-to-month,Credit card (automatic),Yes,DSL,No,48.8,Medium ($35–65),2555.05,2537.6,Low Risk,1,No,Yes,No,No,No,Yes,Yes,No
5899-OUVKV,Active,0,Male,No,No,No,31,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.5,High ($65–95),2979.2,2929.5,Low Risk,0,No,No,Yes,No,No,Yes,Yes,No
8681-ICONS,Active,0,Male,No,Yes,Yes,29,25–48 months,Month-to-month,Mailed check,Yes,No,Yes,20.65,Low (<$35),654.85,598.85,Low Risk,0,No,No,No,No,No,No,No,No
1621-YNCJH,Active,0,Female,No,Yes,No,36,25–48 months,Two year,Credit card (automatic),Yes,Fiber optic,Yes,106.05,Premium (>$95),3834.4,3817.8,Low Risk,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3473-XIIIT,Churned,1,Female,No,Yes,No,16,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,100.0,Premium (>$95),1534.75,1600.0,Medium Risk,0,Yes,No,Yes,No,No,Yes,Yes,Yes
6362-QHAFM,Active,0,Male,No,Yes,No,42,25–48 months,One year,Electronic check,Yes,Fiber optic,Yes,108.3,Premium (>$95),4586.15,4548.6,Low Risk,0,Yes,No,No,Yes,Yes,Yes,Yes,No
7893-IXHRQ,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Electronic check,No,No,Yes,20.55,Low (<$35),20.55,20.55,High Risk,0,No,No,No,No,No,No,No,Yes
3070-BDOQC,Active,0,Female,No,No,No,60,49–72 months,Two year,Electronic check,Yes,Fiber optic,Yes,99.65,Premium (>$95),5941.05,5979.0,Low Risk,0,No,No,Yes,Yes,No,Yes,Yes,No
2952-QAYZF,Churned,1,Male,No,No,No,5,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.3,High ($65–95),424.15,426.5,High Risk,0,Yes,No,Yes,Yes,No,No,No,Yes
6234-PFPXL,Active,0,Male,No,Yes,No,22,13–24 months,Month-to-month,Credit card (automatic),No,Fiber optic,Yes,95.9,Premium (>$95),2234.95,2109.8,Medium Risk,0,Yes,Yes,No,No,Yes,Yes,No,No
9824-QCJPK,Active,0,Male,No,Yes,No,36,25–48 months,One year,Mailed check,No,No,Yes,20.0,Low (<$35),666.75,720.0,Low Risk,0,No,No,No,No,No,No,No,No
4763-PGDPO,Churned,1,Female,No,No,No,4,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,70.4,High ($65–95),281.0,281.6,High Risk,0,No,No,No,No,No,No,No,Yes
4283-IVYCI,Active,0,Male,No,No,No,9,0–12 months,Month-to-month,Mailed check,No,DSL,Yes,64.95,Medium ($35–65),547.8,584.55,High Risk,0,No,Yes,No,No,Yes,No,Yes,No
1866-OBPNR,Active,0,Male,No,Yes,Yes,1,0–12 months,Month-to-month,Credit card (automatic),No,Fiber optic,Yes,74.6,High ($65–95),74.6,74.6,High Risk,0,No,No,Yes,No,No,No,No,No
8205-MQUGY,Active,0,Male,No,Yes,Yes,12,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,49.2,Medium ($35–65),571.15,590.4,High Risk,0,No,Yes,No,No,No,No,No,No
